CA,LC,MC,SC,S_code,country,export,export_rate,import,import_rate,month,year
-61,섬유제품,제사 및 방적,기타 방적,11014,미국,68,362.2,129,-53.1,12,2004
-50,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,102,-80.6,152,-8.4,1,2003
"5,343",섬유제품,제사 및 방적,면방적,11019,미국,"29,755",42.9,"24,412",10.5,1,2003
"-5,199",섬유제품,제사 및 방적,모방적,6,미국,647,5.7,"5,846",55.7,1,2003
"-9,832",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"7,992",-5.5,"17,824",-2.2,1,2003
"7,434",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,636",-14.2,"4,202",14.9,1,2003
-93,섬유제품,제사 및 방적,기타 방적,11014,미국,14,-67.5,107,-37.1,1,2003
178,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,354,8.2,176,66.1,2,2003
"4,162",섬유제품,제사 및 방적,면방적,11019,미국,"28,827",32.8,"24,665",12.9,2,2003
"-5,629",섬유제품,제사 및 방적,모방적,6,미국,573,22.1,"6,202",39.2,2,2003
"-9,417",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"7,245",-19.8,"16,662",0.1,2,2003
"9,170",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"12,575",-11.7,"3,405",-12.2,2,2003
-222,섬유제품,제사 및 방적,기타 방적,11014,미국,13,-91.5,235,-13.7,2,2003
102,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,222,-40.7,120,-59.3,3,2003
"5,056",섬유제품,제사 및 방적,면방적,11019,미국,"35,358",39.9,"30,302",12.3,3,2003
"-5,197",섬유제품,제사 및 방적,모방적,6,미국,"1,026",81.6,"6,223",19.1,3,2003
"-10,686",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,868",-20.3,"19,554",1.6,3,2003
"9,970",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"13,930",-11.7,"3,960",24.5,3,2003
-149,섬유제품,제사 및 방적,기타 방적,11014,미국,7,-92.9,156,84.5,3,2003
-76,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,223,78.3,299,-11.8,4,2003
"3,706",섬유제품,제사 및 방적,면방적,11019,미국,"34,744",40.1,"31,038",2.3,4,2003
"-7,231",섬유제품,제사 및 방적,모방적,6,미국,961,119.0,"8,192",82.6,4,2003
"-10,182",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,141",-16.5,"18,323",-11.0,4,2003
"9,408",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"13,436",-4.3,"4,028",-19.0,4,2003
-194,섬유제품,제사 및 방적,기타 방적,11014,미국,8,-93.9,202,108.8,4,2003
-234,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,105,-36.0,339,108.6,5,2003
"7,863",섬유제품,제사 및 방적,면방적,11019,미국,"37,948",39.1,"30,085",-7.3,5,2003
"-6,569",섬유제품,제사 및 방적,모방적,6,미국,812,64.1,"7,381",44.8,5,2003
"-7,420",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"10,970",2.4,"18,390",-7.5,5,2003
"8,138",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"12,141",-26.0,"4,003",-24.8,5,2003
-135,섬유제품,제사 및 방적,기타 방적,11014,미국,5,0.0,140,-10.9,5,2003
-436,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,132,13.9,568,94.0,6,2003
"16,591",섬유제품,제사 및 방적,면방적,11019,미국,"45,112",72.2,"28,521",-2.0,6,2003
"-5,777",섬유제품,제사 및 방적,모방적,6,미국,528,49.4,"6,305",2.4,6,2003
"-6,823",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"10,558",-18.0,"17,381",-7.2,6,2003
"8,022",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"12,504",-13.3,"4,482",9.2,6,2003
-117,섬유제품,제사 및 방적,기타 방적,11014,미국,94,-63.8,211,37.3,6,2003
-307,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,148,12.7,455,3.6,7,2003
"7,560",섬유제품,제사 및 방적,면방적,11019,미국,"40,651",78.0,"33,091",6.7,7,2003
"-8,797",섬유제품,제사 및 방적,모방적,6,미국,334,121.1,"9,131",25.6,7,2003
"-8,478",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,754",6.6,"17,232",-5.4,7,2003
"8,336",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"11,786",-13.3,"3,450",-19.9,7,2003
153,섬유제품,제사 및 방적,기타 방적,11014,미국,281,467.3,128,-38.6,7,2003
51,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,224,181.5,173,-44.9,8,2003
"13,013",섬유제품,제사 및 방적,면방적,11019,미국,"40,102",57.4,"27,089",3.0,8,2003
"-6,661",섬유제품,제사 및 방적,모방적,6,미국,479,7.4,"7,140",24.1,8,2003
"-8,566",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"9,317",-3.8,"17,883",1.7,8,2003
"9,970",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"14,009",-21.5,"4,039",-21.1,8,2003
-35,섬유제품,제사 및 방적,기타 방적,11014,미국,113,8.9,148,-41.1,8,2003
51,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,140,-36.2,89,-47.3,9,2003
"6,734",섬유제품,제사 및 방적,면방적,11019,미국,"35,029",34.9,"28,295",-7.0,9,2003
"-5,526",섬유제품,제사 및 방적,모방적,6,미국,697,107.3,"6,223",9.6,9,2003
"-9,723",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,108",-8.0,"17,831",16.3,9,2003
"13,302",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"16,775",14.3,"3,473",-26.2,9,2003
-33,섬유제품,제사 및 방적,기타 방적,11014,미국,114,256.4,147,78.5,9,2003
-102,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,116,-46.8,218,-8.0,10,2003
"13,324",섬유제품,제사 및 방적,면방적,11019,미국,"43,337",49.0,"30,013",24.0,10,2003
"-5,920",섬유제품,제사 및 방적,모방적,6,미국,963,216.8,"6,883",22.5,10,2003
"-8,901",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"9,917",7.1,"18,818",17.1,10,2003
"13,042",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"16,261",4.1,"3,219",-21.3,10,2003
-182,섬유제품,제사 및 방적,기타 방적,11014,미국,33,-58.5,215,-44.9,10,2003
2,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,276,114.0,274,35.7,11,2003
"16,172",섬유제품,제사 및 방적,면방적,11019,미국,"41,725",42.2,"25,553",-7.5,11,2003
"-5,495",섬유제품,제사 및 방적,모방적,6,미국,526,22.7,"6,021",20.3,11,2003
"-5,598",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"11,487",15.8,"17,085",5.2,11,2003
"10,898",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"13,379",-5.2,"2,481",-38.7,11,2003
-136,섬유제품,제사 및 방적,기타 방적,11014,미국,7,-84.0,143,31.1,11,2003
-71,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,158,-5.9,229,77.5,12,2003
"9,990",섬유제품,제사 및 방적,면방적,11019,미국,"37,059",53.4,"27,069",11.7,12,2003
"-5,591",섬유제품,제사 및 방적,모방적,6,미국,200,-59.0,"5,791",3.2,12,2003
"-10,989",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,920",37.2,"19,909",23.8,12,2003
"9,927",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"13,659",40.8,"3,732",-5.2,12,2003
-261,섬유제품,제사 및 방적,기타 방적,11014,미국,15,-57.5,276,-18.3,12,2003
358,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,524,132.0,166,-55.7,1,2002
"-1,281",섬유제품,제사 및 방적,면방적,11019,미국,"20,816",-8.7,"22,097",-32.4,1,2002
"-3,144",섬유제품,제사 및 방적,모방적,6,미국,612,-47.2,"3,756",-39.8,1,2002
"-9,767",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,462",-32.8,"18,229",-12.8,1,2002
"9,904",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"13,560",-37.5,"3,656",-21.7,1,2002
-126,섬유제품,제사 및 방적,기타 방적,11014,미국,44,-39.5,170,-16.1,1,2002
222,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,328,90.2,106,-56.8,2,2002
-155,섬유제품,제사 및 방적,면방적,11019,미국,"21,701",-27.1,"21,856",-18.5,2,2002
"-3,988",섬유제품,제사 및 방적,모방적,6,미국,469,-71.6,"4,457",-32.9,2,2002
"-7,603",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"9,039",-32.8,"16,642",3.5,2,2002
"10,359",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"14,237",-22.6,"3,878",11.1,2,2002
-123,섬유제품,제사 및 방적,기타 방적,11014,미국,150,"4,845.3",273,32.7,2,2002
81,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,375,46.7,294,-25.2,3,2002
"-1,712",섬유제품,제사 및 방적,면방적,11019,미국,"25,266",-1.8,"26,978",-20.5,3,2002
"-4,661",섬유제품,제사 및 방적,모방적,6,미국,565,-51.7,"5,226",-26.1,3,2002
"-8,116",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"11,129",-26.5,"19,245",-13.3,3,2002
"12,593",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"15,773",-23.1,"3,180",-4.5,3,2002
19,섬유제품,제사 및 방적,기타 방적,11014,미국,104,-50.5,85,-76.6,3,2002
-214,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,125,-48.7,339,-23.3,4,2002
"-5,522",섬유제품,제사 및 방적,면방적,11019,미국,"24,804",18.6,"30,326",-14.8,4,2002
"-4,047",섬유제품,제사 및 방적,모방적,6,미국,439,-60.4,"4,486",-31.8,4,2002
"-10,851",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"9,745",-20.2,"20,596",5.9,4,2002
"9,068",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"14,038",-31.3,"4,970",73.3,4,2002
32,섬유제품,제사 및 방적,기타 방적,11014,미국,129,0.0,97,-61.5,4,2002
0,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,163,-60.6,163,-57.0,5,2002
"-5,165",섬유제품,제사 및 방적,면방적,11019,미국,"27,275",24.5,"32,440",-14.6,5,2002
"-4,602",섬유제품,제사 및 방적,모방적,6,미국,495,-51.8,"5,097",-12.0,5,2002
"-9,175",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"10,715",-12.2,"19,890",-5.0,5,2002
"11,078",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"16,401",-14.3,"5,323",50.4,5,2002
-157,섬유제품,제사 및 방적,기타 방적,11014,미국,0,-100.0,157,-13.5,5,2002
-177,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,116,-61.8,293,195.1,6,2002
"-2,918",섬유제품,제사 및 방적,면방적,11019,미국,"26,191",29.6,"29,109",-18.0,6,2002
"-5,806",섬유제품,제사 및 방적,모방적,6,미국,354,-55.5,"6,160",-16.9,6,2002
"-5,841",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"12,881",22.8,"18,722",-7.8,6,2002
"10,315",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"14,418",-8.1,"4,103",10.3,6,2002
107,섬유제품,제사 및 방적,기타 방적,11014,미국,260,891.2,153,-37.2,6,2002
-307,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,132,-34.2,439,15.6,7,2002
"-8,187",섬유제품,제사 및 방적,면방적,11019,미국,"22,838",53.1,"31,025",3.9,7,2002
"-7,121",섬유제품,제사 및 방적,모방적,6,미국,151,-52.1,"7,272",-4.4,7,2002
"-10,008",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,211",-6.8,"18,219",-1.9,7,2002
"9,294",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"13,601",0.3,"4,307",41.7,7,2002
-159,섬유제품,제사 및 방적,기타 방적,11014,미국,49,-58.7,208,73.6,7,2002
-234,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,79,-73.8,313,114.7,8,2002
-819,섬유제품,제사 및 방적,면방적,11019,미국,"25,479",18.7,"26,298",7.7,8,2002
"-5,309",섬유제품,제사 및 방적,모방적,6,미국,446,-1.3,"5,755",-14.5,8,2002
"-7,899",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"9,683",-9.2,"17,582",-10.3,8,2002
"12,720",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"17,842",1.8,"5,122",40.3,8,2002
-147,섬유제품,제사 및 방적,기타 방적,11014,미국,104,2.5,251,23.5,8,2002
52,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,220,58.7,168,-36.2,9,2002
"-4,447",섬유제품,제사 및 방적,면방적,11019,미국,"25,971",16.7,"30,418",53.9,9,2002
"-5,342",섬유제품,제사 및 방적,모방적,6,미국,336,21.5,"5,678",36.6,9,2002
"-6,513",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,814",-17.2,"15,327",-11.6,9,2002
"9,970",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"14,676",3.4,"4,706",51.3,9,2002
-50,섬유제품,제사 및 방적,기타 방적,11014,미국,32,-34.4,82,-37.2,9,2002
-20,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,217,-7.5,237,-5.1,10,2002
"4,872",섬유제품,제사 및 방적,면방적,11019,미국,"29,077",21.1,"24,205",-3.2,10,2002
"-5,314",섬유제품,제사 및 방적,모방적,6,미국,304,-29.7,"5,618",-5.5,10,2002
"-6,809",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"9,257",-20.9,"16,066",-25.4,10,2002
"11,529",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"15,618",0.6,"4,089",8.2,10,2002
-312,섬유제품,제사 및 방적,기타 방적,11014,미국,79,-49.8,391,27.3,10,2002
-73,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,129,-42.2,202,253.4,11,2002
"1,725",섬유제품,제사 및 방적,면방적,11019,미국,"29,344",21.3,"27,619",34.4,11,2002
"-4,578",섬유제품,제사 및 방적,모방적,6,미국,428,98.6,"5,006",38.2,11,2002
"-6,323",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"9,918",18.0,"16,241",-5.5,11,2002
"10,066",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"14,113",-6.6,"4,047",2.7,11,2002
-67,섬유제품,제사 및 방적,기타 방적,11014,미국,42,110.2,109,-45.7,11,2002
39,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,168,-17.6,129,-27.6,12,2002
-58,섬유제품,제사 및 방적,면방적,11019,미국,"24,166",22.6,"24,224",24.0,12,2002
"-5,125",섬유제품,제사 및 방적,모방적,6,미국,486,39.3,"5,611",14.1,12,2002
"-9,582",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"6,503",-7.2,"16,085",11.4,12,2002
"5,763",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"9,699",-15.2,"3,936",-6.8,12,2002
-303,섬유제품,제사 및 방적,기타 방적,11014,미국,35,-43.2,338,200.6,12,2002
-149,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,226,167.7,375,15.4,1,2001
"-9,883",섬유제품,제사 및 방적,면방적,11019,미국,"22,798",-0.4,"32,681",-9.6,1,2001
"-5,080",섬유제품,제사 및 방적,모방적,6,미국,"1,158",188.7,"6,238",-0.1,1,2001
"-8,326",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"12,591",36.5,"20,917",17.6,1,2001
"17,015",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"21,681",43.4,"4,666",46.6,1,2001
-129,섬유제품,제사 및 방적,기타 방적,11014,미국,73,14.2,202,-24.2,1,2001
-74,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,172,-10.5,246,-41.6,2,2001
"2,953",섬유제품,제사 및 방적,면방적,11019,미국,"29,766",11.6,"26,813",-25.6,2,2001
"-4,988",섬유제품,제사 및 방적,모방적,6,미국,"1,650",144.3,"6,638",16.0,2,2001
"-2,619",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"13,456",10.1,"16,075",-15.9,2,2001
"14,903",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"18,394",-3.3,"3,491",0.0,2,2001
-202,섬유제품,제사 및 방적,기타 방적,11014,미국,3,-93.7,205,-27.1,2,2001
-137,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,256,61.8,393,-28.5,3,2001
"-8,207",섬유제품,제사 및 방적,면방적,11019,미국,"25,725",3.3,"33,932",-15.8,3,2001
"-5,907",섬유제품,제사 및 방적,모방적,6,미국,"1,169",50.5,"7,076",-5.0,3,2001
"-7,050",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"15,139",23.8,"22,189",14.7,3,2001
"17,175",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"20,504",-30.2,"3,329",-7.8,3,2001
-150,섬유제품,제사 및 방적,기타 방적,11014,미국,211,"2,235.1",361,16.2,3,2001
-198,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,244,15.3,442,-0.2,4,2001
"-14,676",섬유제품,제사 및 방적,면방적,11019,미국,"20,914",-1.7,"35,590",3.3,4,2001
"-5,469",섬유제품,제사 및 방적,모방적,6,미국,"1,110",51.5,"6,579",-12.3,4,2001
"-7,235",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"12,219",4.7,"19,454",-12.3,4,2001
"17,576",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"20,445",-13.9,"2,869",-14.9,4,2001
-251,섬유제품,제사 및 방적,기타 방적,11014,미국,0,-100.0,251,-7.9,4,2001
37,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,415,98.8,378,77.3,5,2001
"-16,065",섬유제품,제사 및 방적,면방적,11019,미국,"21,901",2.4,"37,966",-1.6,5,2001
"-4,762",섬유제품,제사 및 방적,모방적,6,미국,"1,027",18.2,"5,789",-25.4,5,2001
"-8,724",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"12,203",17.1,"20,927",-13.2,5,2001
"15,595",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"19,134",-19.5,"3,539",-14.2,5,2001
-81,섬유제품,제사 및 방적,기타 방적,11014,미국,100,237.0,181,-38.7,5,2001
205,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,304,-20.6,99,-78.2,6,2001
"-15,276",섬유제품,제사 및 방적,면방적,11019,미국,"20,212",-16.0,"35,488",-5.9,6,2001
"-6,617",섬유제품,제사 및 방적,모방적,6,미국,795,-26.6,"7,412",-2.4,6,2001
"-9,822",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"10,486",-11.5,"20,308",-12.5,6,2001
"11,966",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"15,685",-43.1,"3,719",-12.2,6,2001
-218,섬유제품,제사 및 방적,기타 방적,11014,미국,26,8.2,244,-43.7,6,2001
-180,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,200,85.8,380,-24.5,7,2001
"-14,934",섬유제품,제사 및 방적,면방적,11019,미국,"14,912",-30.3,"29,846",-4.5,7,2001
"-7,287",섬유제품,제사 및 방적,모방적,6,미국,316,-60.5,"7,603",7.0,7,2001
"-9,767",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"8,814",-10.6,"18,581",-8.1,7,2001
"10,524",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"13,563",-50.1,"3,039",-26.0,7,2001
0,섬유제품,제사 및 방적,기타 방적,11014,미국,120,271.4,120,-70.6,7,2001
158,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,304,65.3,146,-60.2,8,2001
"-2,959",섬유제품,제사 및 방적,면방적,11019,미국,"21,459",-23.9,"24,418",-33.0,8,2001
"-6,282",섬유제품,제사 및 방적,모방적,6,미국,452,-58.7,"6,734",-3.1,8,2001
"-8,946",섬유제품,제사 및 방적,화학섬유 방적,11015,미국,"10,660",-10.2,"19,606",-10.8,8,2001
"13,880",섬유제품,제사 및 방적,연사제조 및 실 가공,5,미국,"17,530",-48.7,"3,650",-14.1,8,2001
-102,섬유제품,제사 및 방적,기타 방적,11014,미국,101,"1,017.1",203,-51.0,8,2001
-125,섬유제품,제사 및 방적,제사 및 견방적,순번,미국,138,-1.1,263,45.5,9,2001
"2,486",섬유제품,제사 및 방적,면방적,11019,미국,"22,256",-8.3,"19,770",-37.1,9,2001
