CA,LC,MC,SC,S_code,country,export,export_rate,import,import_rate,month,year
"46,743",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"112,272",-6.6,"65,529",27.7,7,2007
"176,735",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"480,043",19.8,"303,308",17.0,7,2007
"-69,213",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"58,765",4.8,"127,978",13.6,7,2007
"-101,660",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"249,426",6.9,"351,086",13.0,7,2007
0,정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,0,-100.0,0,-100.0,7,2007
"46,903",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"105,250",1.4,"58,347",7.9,8,2007
"70,503",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"134,036",5.0,"63,533",36.6,8,2007
"172,901",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"481,539",13.6,"308,638",14.8,8,2007
"-69,823",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"70,035",-4.4,"139,858",12.6,8,2007
"-102,063",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"276,226",-3.6,"378,289",2.4,8,2007
0,정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,0,-100.0,0,-100.0,8,2007
"42,399",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"97,405",14.5,"55,006",-6.4,9,2007
"61,453",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"115,311",-15.2,"53,858",21.1,9,2007
"217,756",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"526,389",9.4,"308,633",16.4,9,2007
"-57,055",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"69,552",-3.6,"126,607",11.9,9,2007
"-62,044",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"283,844",7.8,"345,888",6.2,9,2007
0,정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,0,-100.0,0,-100.0,9,2007
"48,109",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"101,383",-12.7,"53,274",-20.0,10,2007
"59,208",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"117,440",-9.5,"58,232",11.2,10,2007
"139,652",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"486,225",6.2,"346,573",17.3,10,2007
"-59,645",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"76,703",10.2,"136,348",9.1,10,2007
"-79,967",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"292,704",5.7,"372,671",5.5,10,2007
0,정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,0,-100.0,0,-100.0,10,2007
"18,280",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"77,865",-9.9,"59,585",-5.2,11,2007
"42,066",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"97,143",-17.5,"55,077",-1.9,11,2007
"183,257",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"510,665",17.1,"327,408",15.0,11,2007
"-59,166",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"67,102",-3.6,"126,268",7.9,11,2007
"-46,296",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"274,674",0.6,"320,970",2.6,11,2007
0,정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,0,-100.0,0,-100.0,11,2007
"64,593",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"120,740",21.7,"56,147",-25.0,12,2007
"46,189",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"109,326",-16.4,"63,137",25.9,12,2007
"223,405",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"538,296",-3.1,"314,891",17.4,12,2007
"-41,199",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"65,031",10.0,"106,230",1.2,12,2007
"-27,659",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"255,245",0.2,"282,904",-2.6,12,2007
0,정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,0,-100.0,0,-100.0,12,2007
"26,211",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"79,456",39.6,"53,245",15.2,1,2006
"67,921",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"111,943",22.3,"44,022",14.4,1,2006
"151,506",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"369,904",6.9,"218,398",10.5,1,2006
"-44,860",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"62,527",14.8,"107,387",-10.2,1,2006
"-68,535",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"255,128",15.4,"323,663",9.7,1,2006
"5,353",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,978",5.6,"2,625",27.9,1,2006
"24,090",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"70,869",29.5,"46,779",23.4,2,2006
"52,882",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"97,740",23.3,"44,858",-1.4,2,2006
"149,167",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"386,414",9.7,"237,247",2.6,2,2006
"-49,246",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"62,983",14.1,"112,229",-0.9,2,2006
"-43,653",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"268,514",14.4,"312,167",6.0,2,2006
"3,898",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"6,054",-6.9,"2,156",6.7,2,2006
"47,923",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"98,527",65.5,"50,604",12.6,3,2006
"81,283",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"126,970",13.5,"45,687",0.2,3,2006
"239,590",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"514,764",22.0,"275,174",9.8,3,2006
"-53,681",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"73,514",23.8,"127,195",-1.0,3,2006
"-52,095",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"306,431",20.0,"358,526",10.9,3,2006
"5,898",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"8,565",-26.6,"2,667",10.5,3,2006
"41,217",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"95,816",41.7,"54,599",14.4,4,2006
"70,571",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"119,608",19.8,"49,037",12.7,4,2006
"181,491",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"423,854",12.1,"242,363",1.8,4,2006
"-51,021",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"59,229",0.2,"110,250",-13.3,4,2006
"-41,218",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"266,500",5.8,"307,718",-3.2,4,2006
"4,982",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,254",-2.8,"2,272",15.2,4,2006
"47,557",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"118,390",70.2,"70,833",32.6,5,2006
"86,389",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"130,192",29.0,"43,803",2.1,5,2006
"163,351",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"440,443",18.1,"277,092",20.5,5,2006
"-50,790",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"67,351",8.7,"118,141",-6.8,5,2006
"-58,729",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"280,137",10.4,"338,866",8.2,5,2006
"5,100",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"8,284",31.7,"3,184",42.1,5,2006
"22,383",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"108,012",69.8,"85,629",63.8,6,2006
"92,317",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"131,491",20.0,"39,174",-22.5,6,2006
"179,279",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"451,134",7.6,"271,855",4.8,6,2006
"-50,070",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"71,177",15.4,"121,247",1.3,6,2006
"-34,657",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"294,170",11.6,"328,827",2.6,6,2006
"7,870",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"10,848",-21.7,"2,978",7.0,6,2006
"29,060",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"88,229",66.4,"59,169",44.2,7,2006
"68,917",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"120,236",2.0,"51,319",7.1,7,2006
"141,198",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"400,543",7.6,"259,345",4.6,7,2006
"-56,621",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"56,055",20.3,"112,676",11.5,7,2006
"-77,291",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"233,341",12.3,"310,632",4.8,7,2006
"5,576",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,916",-19.5,"2,340",-8.2,7,2006
"49,702",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"103,754",59.0,"54,052",15.8,8,2006
"81,158",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"127,668",16.4,"46,510",-3.0,8,2006
"154,755",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"423,720",16.6,"268,965",13.7,8,2006
"-50,892",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"73,291",12.9,"124,183",3.9,8,2006
"-82,935",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"286,521",4.8,"369,456",4.7,8,2006
"7,359",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"10,301",49.5,"2,942",46.9,8,2006
"26,328",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"85,086",19.3,"58,758",40.7,9,2006
"91,543",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"136,018",7.2,"44,475",2.9,9,2006
"215,906",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"481,010",26.3,"265,104",2.0,9,2006
"-40,947",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"72,186",22.0,"113,133",-4.1,9,2006
"-62,204",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"263,413",0.9,"325,617",-5.2,9,2006
"4,597",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,709",-7.9,"3,112",36.4,9,2006
"49,525",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"116,135",60.8,"66,610",21.4,10,2006
"77,394",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"129,756",10.8,"52,362",10.5,10,2006
"162,391",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"457,875",13.7,"295,484",17.3,10,2006
"-55,391",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"69,631",8.4,"125,022",3.2,10,2006
"-76,312",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"276,845",-2.2,"353,157",-0.1,10,2006
"4,057",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,249",8.7,"3,192",77.0,10,2006
"23,604",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"86,447",33.7,"62,843",1.6,11,2006
"61,571",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"117,716",15.7,"56,145",27.6,11,2006
"151,183",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"435,923",11.8,"284,740",7.5,11,2006
"-47,420",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"69,580",8.2,"117,000",1.7,11,2006
"-39,805",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"272,937",-0.7,"312,742",-7.0,11,2006
"4,508",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,666",32.8,"3,158",17.7,11,2006
"24,363",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"99,202",16.3,"74,839",37.7,12,2006
"80,560",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"130,717",2.9,"50,157",14.8,12,2006
"287,398",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"555,608",25.8,"268,210",4.4,12,2006
"-45,845",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"59,129",7.6,"104,974",5.1,12,2006
"-35,656",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"254,655",1.5,"290,311",-5.0,12,2006
"5,252",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"8,286",14.0,"3,034",12.7,12,2006
"10,698",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"56,901",47.5,"46,203",37.7,1,2005
"53,034",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"91,500",-4.7,"38,466",19.1,1,2005
"148,515",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"346,170",12.6,"197,655",17.1,1,2005
"-65,145",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"54,453",23.9,"119,598",6.8,1,2005
"-73,861",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"221,092",-5.3,"294,953",1.4,1,2005
"5,504",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,556",-59.4,"2,052",-43.5,1,2005
"16,815",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"54,737",20.8,"37,922",-5.4,2,2005
"33,818",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"79,300",-16.8,"45,482",27.6,2,2005
"120,844",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"352,093",-1.5,"231,249",8.1,2,2005
"-58,071",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"55,179",14.6,"113,250",1.9,2,2005
"-59,772",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"234,756",-7.8,"294,528",-3.3,2,2005
"4,483",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"6,503",16.2,"2,020",-57.4,2,2005
"14,604",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"59,529",28.0,"44,925",-5.3,3,2005
"66,276",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"111,863",-11.3,"45,587",-6.8,3,2005
"171,399",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"422,025",5.1,"250,626",2.8,3,2005
"-69,106",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"59,378",-1.8,"128,484",-1.8,3,2005
"-68,009",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"255,384",-17.0,"323,393",-8.2,3,2005
"9,257",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"11,670",71.0,"2,413",-40.4,3,2005
"19,912",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"67,625",4.1,"47,713",30.8,4,2005
"56,303",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"99,801",-13.7,"43,498",-9.5,4,2005
"140,214",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"378,251",7.8,"238,037",11.3,4,2005
"-68,014",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"59,091",21.3,"127,105",-2.6,4,2005
"-66,007",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"251,789",-4.9,"317,796",-3.7,4,2005
"5,491",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,463",16.4,"1,972",-48.4,4,2005
"16,137",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"69,558",23.1,"53,421",26.1,5,2005
"58,005",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"100,888",-15.5,"42,883",2.3,5,2005
"142,925",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"372,845",-15.2,"229,920",11.9,5,2005
"-64,844",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"61,973",5.7,"126,817",11.6,5,2005
"-59,559",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"253,735",-8.4,"313,294",0.2,5,2005
"4,052",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"6,292",-38.5,"2,240",-21.8,5,2005
"11,311",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"63,594",10.6,"52,283",8.6,6,2005
"59,021",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"109,549",-6.1,"50,528",1.6,6,2005
"159,903",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"419,231",5.8,"259,328",5.3,6,2005
"-58,002",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"61,675",8.6,"119,677",-1.6,6,2005
"-56,968",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"263,656",1.5,"320,624",-5.3,6,2005
"11,070",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"13,853",118.5,"2,783",11.8,6,2005
"11,982",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"53,013",-5.0,"41,031",-10.6,7,2005
"69,933",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"117,850",-12.0,"47,917",-6.5,7,2005
"124,362",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"372,269",2.5,"247,907",12.5,7,2005
"-54,430",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"46,611",-6.8,"101,041",-0.1,7,2005
"-88,558",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"207,812",-3.2,"296,370",-0.4,7,2005
"7,280",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"9,830",25.1,"2,550",20.2,7,2005
"18,577",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"65,239",17.3,"46,662",12.2,8,2005
"61,755",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"109,690",-16.0,"47,935",-14.4,8,2005
"126,947",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"363,421",1.4,"236,474",11.9,8,2005
"-54,587",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"64,938",5.4,"119,525",7.8,8,2005
"-79,658",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"273,273",4.2,"352,931",3.2,8,2005
"4,890",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"6,893",-11.9,"2,003",-11.8,8,2005
"29,548",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"71,308",11.1,"41,760",-8.7,9,2005
"83,638",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"126,856",9.5,"43,218",-4.2,9,2005
"120,912",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"380,880",5.8,"259,968",12.3,9,2005
"-58,847",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"59,179",0.9,"118,026",-4.1,9,2005
"-82,579",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"261,079",4.4,"343,658",3.6,9,2005
"6,088",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"8,370",-4.1,"2,282",28.4,9,2005
"17,348",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"72,215",-0.2,"54,867",7.8,10,2005
"69,713",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"117,083",0.8,"47,370",-0.7,10,2005
"150,920",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"402,793",7.0,"251,873",11.9,10,2005
"-56,867",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"64,222",15.6,"121,089",-5.4,10,2005
"-70,324",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"283,201",14.2,"353,525",8.8,10,2005
"4,868",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"6,671",-39.2,"1,803",-4.9,10,2005
"2,800",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"64,663",24.4,"61,863",31.3,11,2005
"57,755",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"101,739",-9.7,"43,984",2.5,11,2005
"125,168",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"389,959",8.2,"264,791",11.1,11,2005
"-50,765",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"64,309",9.5,"115,074",-6.0,11,2005
"-61,337",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"274,883",14.7,"336,220",8.5,11,2005
"3,087",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"5,771",-10.1,"2,684",89.9,11,2005
"30,979",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"85,335",28.8,"54,356",12.1,12,2005
"83,303",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"127,004",24.1,"43,701",2.1,12,2005
"184,669",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"441,589",5.5,"256,920",2.1,12,2005
"-44,947",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"54,932",4.9,"99,879",-10.8,12,2005
"-54,761",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"250,878",16.7,"305,639",9.1,12,2005
"4,575",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"7,267",20.1,"2,692",68.7,12,2005
"5,011",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"38,573",-23.2,"33,562",11.8,1,2004
"63,762",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"96,058",37.6,"32,296",36.4,1,2004
"138,507",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"307,318",22.9,"168,811",9.3,1,2004
"-68,082",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"43,948",-32.4,"112,030",2.9,1,2004
"-57,427",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"233,506",0.9,"290,933",14.4,1,2004
"14,990",정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"18,622",264.9,"3,632",-8.7,1,2004
"5,224",정밀기기부품,"탭,밸브 및 유사장치","항해용무선,측량기구 및 동부품",순번,미국,"45,311",-42.4,"40,087",32.0,2,2004
"59,644",정밀기기부품,"탭,밸브 및 유사장치","전자시험,분석기구 및 동부품",26036,미국,"95,278",14.8,"35,634",38.6,2,2004
"143,377",정밀기기부품,"탭,밸브 및 유사장치","물질검사,측정및분석기구및부품",6,미국,"357,316",38.6,"213,939",33.5,2,2004
"-62,937",정밀기기부품,"탭,밸브 및 유사장치",속도계 및 적산계기,26035,미국,"48,155",-19.8,"111,092",-1.5,2,2004
"-50,154",정밀기기부품,"탭,밸브 및 유사장치","자동측정,제어장치 및 동부품",5,미국,"254,559",9.1,"304,713",16.8,2,2004
850,정밀기기부품,"탭,밸브 및 유사장치",산업처리공정 제어장비 및 부품,26034,미국,"5,595",28.5,"4,745",79.0,2,2004
